param,mean,median,0.950_CI_LB,0.950_CI_UB
beta_loc_0_pop_0,2.062185,2.011455,-0.589076,4.584836
beta_loc_1_pop_0,0.561104,0.805272,-2.662646,3.519442
beta_loc_2_pop_0,4.469125,5.325569,0.487989,7.998453
beta_loc_3_pop_0,-7.359574,-7.193872,-10.587795,-4.292957
beta_loc_4_pop_0,-6.949399,-7.634732,-11.110799,-2.964475
beta_loc_5_pop_0,-6.195935,-6.283108,-8.721534,-3.923982
beta_loc_6_pop_0,-2.723242,-2.729508,-5.553331,0.034709
beta_loc_7_pop_0,0.480234,0.865272,-4.312241,3.464973
beta_loc_8_pop_0,-0.777155,-0.176393,-4.698811,2.870419
beta_loc_9_pop_0,0.479817,0.570404,-2.048736,2.497247
beta_loc_10_pop_0,2.688464,2.101071,-0.456255,7.729544
beta_loc_11_pop_0,2.471650,2.489148,-0.021976,4.930062
beta_loc_12_pop_0,-1.831046,-2.411357,-5.092283,4.596131
beta_loc_13_pop_0,2.016476,2.047224,-3.480114,7.257206
beta_loc_14_pop_0,-4.654519,-4.603456,-6.746065,-2.193228
beta_loc_15_pop_0,2.960528,3.239779,-0.701539,5.885641
beta_loc_16_pop_0,-5.075101,-6.018379,-9.120018,1.497789
beta_loc_17_pop_0,-2.987704,-3.657439,-9.441906,2.990385
beta_loc_18_pop_0,1.752846,1.621227,-0.737861,4.462143
beta_loc_19_pop_0,3.513286,3.067854,-0.054413,7.773890
beta_loc_20_pop_0,-5.330073,-5.255058,-8.403955,-3.261506
beta_loc_21_pop_0,-4.349773,-4.191550,-8.623461,-0.730894
beta_loc_22_pop_0,-6.246091,-6.112274,-9.391854,-3.916864
beta_loc_23_pop_0,-5.345720,-4.866554,-8.387507,-3.249397
beta_loc_24_pop_0,-5.435438,-5.440610,-7.638667,-2.622556
beta_loc_25_pop_0,-5.268789,-5.183477,-8.467155,-3.457193
beta_loc_26_pop_0,2.868415,4.137974,-3.052310,8.537897
beta_loc_27_pop_0,2.505671,4.263469,-5.392929,9.585000
beta_loc_28_pop_0,-4.983707,-4.885818,-9.760384,-1.107933
beta_loc_29_pop_0,-2.097368,-2.157488,-3.978023,-0.054164
beta_loc_30_pop_0,-2.020021,-1.534144,-7.371663,2.227806
beta_loc_31_pop_0,-3.121841,-3.084230,-5.920354,-0.719005
beta_loc_32_pop_0,1.549948,1.450313,-0.738247,4.305806
beta_loc_33_pop_0,1.926020,2.014678,-0.831376,4.356368
beta_loc_34_pop_0,-3.051717,-3.213138,-6.227609,0.360959
beta_loc_35_pop_0,0.302525,0.242677,-2.009631,2.444108
beta_loc_36_pop_0,-2.344790,-2.671373,-5.238694,1.130938
beta_loc_37_pop_0,0.985357,0.976946,-2.105848,5.552958
beta_loc_38_pop_0,1.637330,1.503965,-0.588090,5.634423
beta_loc_39_pop_0,2.167776,2.353502,-0.295369,4.122780
beta_loc_40_pop_0,0.487525,0.597857,-2.442597,2.154070
beta_loc_41_pop_0,-4.548099,-4.537374,-6.167268,-2.737484
beta_loc_42_pop_0,-4.643811,-4.973185,-7.628955,-0.915307
beta_loc_43_pop_0,-2.461313,-2.629000,-5.397210,0.651001
beta_loc_44_pop_0,1.711925,1.726245,-0.632977,4.315841
beta_loc_45_pop_0,6.421382,6.295373,4.142334,9.393481
beta_loc_46_pop_0,3.734673,4.030845,-0.637295,6.644067
beta_loc_47_pop_0,-2.073052,-2.262120,-5.160765,1.911855
beta_loc_48_pop_0,0.434273,-0.024557,-3.170571,5.339651
beta_loc_49_pop_0,-0.014027,-0.171061,-2.886390,2.712899
beta_loc_50_pop_0,5.473820,6.089568,1.196617,10.625692
beta_loc_51_pop_0,4.113816,3.173477,0.765925,9.168521
beta_loc_52_pop_0,-8.608835,-8.616161,-14.500810,-3.776472
beta_loc_53_pop_0,2.193045,1.276450,-0.900186,6.798133
beta_loc_54_pop_0,3.153227,3.254949,-0.482480,5.708111
beta_loc_55_pop_0,2.725574,2.616632,-0.095425,5.077028
beta_loc_56_pop_0,0.616401,0.400744,-1.668387,3.739716
beta_loc_57_pop_0,-4.124728,-4.776549,-6.744387,0.461340
beta_loc_58_pop_0,3.628802,3.533744,0.615739,7.217820
beta_loc_59_pop_0,5.896496,4.960549,2.125117,10.739713
beta_loc_60_pop_0,1.703042,1.376521,-2.146664,5.569757
beta_loc_61_pop_0,1.198783,1.220065,-0.759381,2.760576
beta_loc_62_pop_0,-4.698977,-4.770374,-6.839002,-2.481892
beta_loc_63_pop_0,7.539266,8.607369,0.149006,11.811296
beta_loc_64_pop_0,0.968384,0.909693,-2.573400,5.238368
beta_loc_65_pop_0,1.637714,1.607930,-0.956730,4.564425
beta_loc_66_pop_0,-3.164965,-3.144847,-5.548796,-0.900589
beta_loc_67_pop_0,2.294202,1.747098,-0.758108,6.715819
beta_loc_68_pop_0,6.625780,7.872778,-1.015212,13.022797
beta_loc_69_pop_0,6.931048,5.802878,3.322599,11.611290
beta_loc_70_pop_0,-2.608401,-2.460211,-5.961198,1.474376
beta_loc_71_pop_0,4.460406,5.437472,-0.564060,10.052070
beta_loc_72_pop_0,-4.353082,-4.545022,-6.732220,-1.940815
beta_loc_73_pop_0,5.442035,5.143388,1.189069,9.456274
beta_loc_74_pop_0,0.901825,1.011300,-1.776306,3.596624
beta_loc_75_pop_0,-5.569871,-4.866277,-11.237056,-1.091146
beta_loc_76_pop_0,-4.771586,-4.732428,-6.535641,-2.912339
beta_loc_77_pop_0,-2.628402,-4.059139,-6.015599,2.212128
beta_loc_78_pop_0,-2.976033,-3.453217,-5.735481,1.248475
beta_loc_79_pop_0,6.615870,6.626263,3.943921,8.860103
beta_loc_80_pop_0,0.937802,0.844971,-1.229621,3.554155
beta_loc_81_pop_0,5.366056,4.657937,1.278233,9.654220
beta_loc_82_pop_0,-1.783939,-3.215327,-6.844640,5.899913
beta_loc_83_pop_0,-4.389259,-4.667945,-7.507121,-0.981169
