param,mean,median,0.950_CI_LB,0.950_CI_UB
zeta-quantile_param_0,0.700733,0.709482,0.422628,0.897378
zeta-quantile_param_1,0.542390,0.587804,0.181166,0.825761
zeta-quantile_param_2,0.757150,0.809679,0.529362,0.938373
zeta-quantile_param_3,0.119444,0.102966,0.040236,0.240084
zeta-quantile_param_4,0.137079,0.100192,0.011945,0.315650
zeta-quantile_param_5,0.147960,0.146261,0.061993,0.240621
zeta-quantile_param_6,0.307649,0.311531,0.101477,0.502702
zeta-quantile_param_7,0.559408,0.626319,0.025038,0.877355
zeta-quantile_param_8,0.444612,0.472511,0.056919,0.899590
zeta-quantile_param_9,0.557512,0.584582,0.169022,0.821053
zeta-quantile_param_10,0.787719,0.817294,0.420788,0.997232
zeta-quantile_param_11,0.803763,0.843905,0.496119,0.968242
zeta-quantile_param_12,0.268139,0.169558,0.031181,0.934916
zeta-quantile_param_13,0.669927,0.762510,0.066260,0.989475
zeta-quantile_param_14,0.216854,0.213696,0.099519,0.374071
zeta-quantile_param_15,0.719741,0.751072,0.451168,0.895667
zeta-quantile_param_16,0.156808,0.077302,0.015553,0.678731
zeta-quantile_param_17,0.297279,0.190065,0.024326,0.801724
zeta-quantile_param_18,0.660441,0.651086,0.423999,0.886217
zeta-quantile_param_19,0.789157,0.813524,0.494264,0.968121
zeta-quantile_param_20,0.067750,0.067169,0.009377,0.144483
zeta-quantile_param_21,0.129234,0.105100,0.013276,0.394151
zeta-quantile_param_22,0.025869,0.020758,0.002434,0.089092
zeta-quantile_param_23,0.049951,0.043999,0.004482,0.142727
zeta-quantile_param_24,0.077089,0.067567,0.011638,0.198545
zeta-quantile_param_25,0.124803,0.121193,0.029424,0.231558
zeta-quantile_param_26,0.634667,0.750822,0.278396,0.910644
zeta-quantile_param_27,0.643565,0.761956,0.211801,0.972816
zeta-quantile_param_28,0.158329,0.129835,0.032607,0.415307
zeta-quantile_param_29,0.279080,0.261026,0.128256,0.494080
zeta-quantile_param_30,0.328591,0.288187,0.020175,0.771142
zeta-quantile_param_31,0.183466,0.170933,0.019364,0.408309
zeta-quantile_param_32,0.643686,0.651118,0.415478,0.847458
zeta-quantile_param_33,0.641022,0.636614,0.445565,0.818873
zeta-quantile_param_34,0.213465,0.165205,0.047144,0.552622
zeta-quantile_param_35,0.543295,0.532944,0.277511,0.822297
zeta-quantile_param_36,0.251497,0.178131,0.049806,0.692081
zeta-quantile_param_37,0.614417,0.629090,0.266978,0.987730
zeta-quantile_param_38,0.658848,0.665229,0.429127,0.938246
zeta-quantile_param_39,0.705794,0.730922,0.472531,0.889733
zeta-quantile_param_40,0.556574,0.562635,0.293848,0.741264
